Substance_id	Substance_name	Substance_category	Substance_subcategory	cas_no	id_drugbank	id_pharmgkb	id_kegg	id_ttd	id_pubchem	id_chemspider	id_npass	synonyms	Molecular_formula	inchikey	iupacname	Product_company	Therapeutic_class
PMDBD1098	Cefuroxime	Therapeutic substance	Antibiotics	55268-75-2	DB01112	PA448868	D00262	DAP000445	5479529	4586393	n.a.	cefuroxime; Cephuroxime; Cefuroxim; Cefuroximo; 55268-75-2; Cefuroximum; Sharox; Zinacef Danmark; Zinacef; Biofuroksym; Cefuril; Cefuroximum [INN-Latin]; Cefuroximo [INN-Spanish]; UNII-O1R9FJ93ED; Cefuroxime [USAN:INN:BAN]; C16H16N4O8S; EINECS 259-560-1; BRN 5783190; O1R9FJ93ED; CHEBI:3515; Kefurox; (6R,7R)-7-(2-(2-Furyl)glyoxylamido)-3-(hydroxymethyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid 7(sup 2)-(Z)-(O-methyloxime) carbamate (ester); 5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 3-(((aminocarbon	C16H16N4O8S	JFPVXVDWJQMJEE-IZRZKJBUSA-N	(6R,7R)-3-(carbamoyloxymethyl)-7-[[(2Z)-2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	n.a.	n.a.
PMDBD1097	Ceftriaxone	Therapeutic substance	Antibiotics	73384-59-5	DB01212	PA448866	D07659	DAP000145	5479530	4586394	n.a.	ceftriaxone; Biotrakson; Rocephin; Rocefin; 73384-59-5; Ceftriazone; Ceftriaxonum [INN-Latin]; Ceftriaxona [INN-Spanish]; Ceftriaxona; Ceftriaxonum; Rocephine; CEFTRIAXONE SODIUM; Ro 139904; DRG-0071; Ceftriaxon; Rocephalin; CHEBI:29007; C18H18N8O7S3; UNII-75J73V1629; EINECS 277-405-6; CTRX; CHEMBL161; Ro 13-9904; Ro-13-9904; Longacef; 75J73V1629; 78384-59-5; 5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((2-amino-4-thiazolyl)(methoxyimino)acetyl)amino)-8-oxo-3-(((1,2,5,6-tetrahydro-2-methyl-5,6-dioxo-1,2,4-triazin-3-yl)t	C18H18N8O7S3	VAAUVRVFOQPIGI-SPQHTLEESA-N	(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-5,6-dioxo-1H-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	n.a.	n.a.
PMDBD1085	Cefepime	Therapeutic substance	Antibiotics	88040-23-7	DB01413	PA164754876	D02376	DAP000455	5479537	4586395	n.a.	cefepime; Maxipime; Cefepima; Cefepimum [Latin]; Cefepima [Spanish]; Cefepimum; 88040-23-7; Axepim; BMY 28142; BMY-28142; E-Cefepime; CFPM; UNII-807PW4VQE3; 807PW4VQE3; CHEBI:478164; 1-(((6R,7R)-7-(2-(2-Amino-4-thiazolyl)glyoxylamido)-2-carboxy-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-1-methylpyrrolidinium hydroxide, inner salt, 7(sup 2)-(Z)-(O-methyloxime); Pyrrolidinium, 1-((7-(((2-amino-4-thiazolyl)(methoxyimino)acetyl)amino)-2-carboxy-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-1-methyl-, hydroxi	C19H24N6O5S2	HVFLCNVBZFFHBT-ZKDACBOMSA-N	(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	n.a.	n.a.
PMDBD863	Trandolapril	Therapeutic Substance	Approved Drug	87679-37-6	DB00519	PA451737	D00383	DAP000583	5484727	4588590	n.a.	trandolapril; 87679-37-6; Mavik; Gopten; Odrik; Trandolaprilum [Latin]; RU-44570; RU44570; RU 44570; UNII-1T0N3G9CRC; CCRIS 6594; 1T0N3G9CRC; C24H34N2O5; (2S,3aR,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid; NCGC00182079-02; Trandolaprilum; Udrik; DSSTox_CID_3692; DSSTox_RID_77151; DSSTox_GSID_23692; (2S,3aR,7aS)-1-((S)-N-((S)-1-Carboxy-3-phenylpropyl)alanyl)hexahydro-2-indolinecarboxylic acid, 1-ethyl ester; Odric; Preran; Trandolapril [INN:BAN]; 1H-I	C24H34N2O5	VXFJYXUZANRPDJ-WTNASJBWSA-N	(2S,3aR,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid	Abbott Laboratories	Antihypertensive Agents
PMDBD1143	Deferasirox	Therapeutic substance	Drug	201530-41-8	DB01609	PA164760843	D03669	n.a.	214348	10770206	n.a.	Deferasirox; 201530-41-8; Exjade; ICL 670; ICL670A; ICL 670A; ICL-670A; Deferasiroxum; Deferasiroxum [INN-Latin]; ICL-670; ICL670; UNII-V8G4MOF2V9; CGP-72670; Deferasirox (Exjade); CHEBI:49005; 4-[3,5-bis(2-hydroxyphenyl)-1H-1,2,4-triazol-1-yl]benzoic acid; 4-(3,5-Bis(2-hydroxyphenyl)-1H-1,2,4-triazol-1-yl)benzoic acid; V8G4MOF2V9; C21H15N3O4; NCGC00181754-01; DSSTox_CID_28522; DSSTox_RID_82794; DSSTox_GSID_48596; 1044764-54-6; Jadenu; Benzoic acid, 4-(3,5-bis(2-hydr	C21H15N3O4	BOFQWVMAQOTZIW-UHFFFAOYSA-N	4-[3,5-bis(2-hydroxyphenyl)-1,2,4-triazol-1-yl]benzoic acid	n.a.	n.a.
PMDBD1087	Cefotaxime	Therapeutic substance	Antibiotics	63527-52-6	DB00493	PA448852	D07647	DAP000146	5742673	4674877	n.a.	cefotaxime; Cephotaxime; 63527-52-6; Cefotaxime acid; E-cefotaxime; UNII-N2GI8B1GK7; Cefotaximum; Claforan; Cefotaxima; N2GI8B1GK7; CHEBI:204928; Cefotaxime [INN:BAN]; Cefotaximum [INN-Latin]; HR 756; Cefotaxima [INN-Spanish]; 60846-21-1; RU 24756; C16H17N5O7S2; Omnatax; Taxim; EINECS 264-299-1; RU 24662; 4kot; (6R,7R)-3-(Acetoxymethyl)-7-(()-2-(2-amino-4-thiazolyl)-2-methoxyimino	C16H17N5O7S2	GPRBEKHLDVQUJE-QSWIMTSFSA-N	(6R,7R)-3-(acetyloxymethyl)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	n.a.	n.a.
PMDBD618	Olsalazine	Therapeutic Substance	Approved Drug	15722-48-2	DB01250	PA450700	D00727	n.a.	22419	10642377	n.a.	Olsalazine; 15722-48-2; Olsalazina; Azodisal; Olsalazinum; 5,5'-Azobis(salicylic acid); Olsalazinum [Latin]; Olsalazina [Spanish]; 3,3'-Azobis(6-hydroxybenzoic acid); Olsalazine [INN:BAN]; C.I. Mordant Yellow 5; UNII-ULS5I8J03O; ULS5I8J03O; CHEBI:7770; C14H10N2O6; mordant yellow 5; Rasal; 3,3'-diazene-1,2-diylbis(6-hydroxybenzoic acid); (E)-5,5'-(diazene-1,2-diyl)bis(2-hydroxybenzoic acid); Mirtazanine; Dipentium; Olsalazin; Olsalazine (INN); 5,5'-azodisalicylic aci	C14H10N2O6	QQBDLJCYGRGAKP-UHFFFAOYSA-N	5-[(3-carboxy-4-hydroxyphenyl)diazenyl]-2-hydroxybenzoic acid	n.a.	n.a.
PMDBD744	Rifabutin	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	72559-06-9	DB00615	PA451249	D00424	DAP000656	135398743	10482168	NPC314987	RIFABUTIN; Ansamycin; Mycobutin; Rifabutine; Ansatipine; Ansatipin; Alfacid; 72559-06-9; LM-427; Rifabutinum [Latin]; Rifabutine [French]; Rifabutina [Spanish]; Antibiotic LM 427; 4-N-isobutylspiropiperidylrifamycin S; LM 427; HSDB 3577; DRG-0085; 1,4-Dihydro-1-deoxy-1',4-didehydro-5'-(2-methylpropyl)-1-oxorifamycin XIV; 4-Deoxo-3,4-(2-spiro(N-isobutyl-4-piperidyl)-2,5-dihydro-1H-imidazo)-rifamycin S; BRN 3584778; NCGC00090762-01; DSSTox_CID_10773; DSSTox_RID_79103; DSSTox_GSID_33960; RBT	C46H62N4O11	ZWBTYMGEBZUQTK-PVLSIAFMSA-N	[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,32-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-1'-(2-methylpropyl)-6,23-dioxospiro[8,33-dioxa-24,27,29-triazapentacyclo[23.6.1.14,7.05,31.026,30]tritriaconta-1(32),2,4,9,19,21,24,26,30-nonaene-28,4'-piperidine]-13-yl] acetate	Adria Laboratories 	Antibiotics
PMDBD746	Rifapentine	Therapeutic Substance	Approved Drug	61379-65-5	DB01201	PA164783809	D00879	DAP000426	135403821	10482075	n.a.	RIFAPENTINE; Priftin; 61379-65-5; Cyclopentylrifampicin; Rifapentin; Priftin (TN); Rifamycin AF/ACPP; CHEBI:45304; MDL-473; MDL 473; 3-(((4-Cyclopentyl-1-piperazinyl)imino)methyl)rifamycin; DL 473; UNII-XJM390A33U; KTC 1; XJM390A33U; Cyclopentyl rifampin; DL-473; R-773; R 77-3; Rifapentinum [Latin]; Rifapentina [Spanish]; (2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-8-{(E)-[(4-cyclopentylpiperazin-1-yl)imino]methyl}-5,6,9,17,19-pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca	C47H64N4O12	WDZCUPBHRAEYDL-GZAUEHORSA-N	[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(E)-(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate	n.a.	n.a.
PMDBD96	Balsalazide	Therapeutic Substance	Approved Drug	80573-04-2	DB01014	PA448536	D07488	DAP000733	54585	10662422	n.a.	BALSALAZIDE; 80573-04-2; Balsalazido; Balsalazidum; Balsalazida; Balsalazidum [Latin]; Balsalazido [Spanish]; Balsalazida [Spanish]; Balsalazide Disodium; Balsalazide [INN:BAN]; (E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid; UNII-P80AL8J7ZP; Colazide; (E)-5-((4-(((2-Carboxyethyl)amino)carbonyl)phenyl)azo)-2-hydroxybenzoic acid; P80AL8J7ZP; CHEBI:267413; C17H15N3O6; (E)-5-({p-[(2-carboxyethyl)carbamoyl]phenyl}azo)-2-salicylic acid; 5-[4-(2-carboxy-ethylcarbamoyl)-phenylazo]-2-hydroxy-benzoic acid	C17H15N3O6	IPOKCKJONYRRHP-UHFFFAOYSA-N	5-[[4-(2-carboxyethylcarbamoyl)phenyl]diazenyl]-2-hydroxybenzoic acid	n.a.	Antiinflammatory Agents
PMDBD1341	Palonosetron	Therapeutic substance	Drug	135729-56-5	DB00377	PA10352	D07175	DAP000367	6337614	4892289	n.a.	Palonosetron; 135729-61-2; Aloxi; Palonosetron [INN]; 2-Qhbiqo; UNII-5D06587D6R; Aloxi (TN); CHEBI:85161; Palonosetron (INN); 2-(1-Azabicyclo(2.2.2)oct-3-yl)-2,3,3a,4,5,6-hexahydro-1H-benz(de)isoquinolin-1-one; 5D06587D6R; (-)-Palonosetron; (3aS)-2-[(3S)-1-azabicyclo[2.2.2]octan-3-yl]-2,3,3a,4,5,6-hexahydro-1H-benzo[de]isoquinolin-1-one; (3~{a}~{S})-2-[(3~{S})-1-azabicyclo[2.2.2]octan-3-yl]-3~{a},4,5,6-tetrahydro-3~{H}-benzo[de]isoquinolin-1-one; (S-(R*,R*))-2-(1-Azabicyclo(2.2.2)oct-3-yl)-2,3,3a,4,5,6-hexahydro-1H-benz(	C19H24N2O	CPZBLNMUGSZIPR-NVXWUHKLSA-N	(3aS)-2-[(3S)-1-azabicyclo[2.2.2]octan-3-yl]-3a,4,5,6-tetrahydro-3H-benzo[de]isoquinolin-1-one	n.a.	n.a.
PMDBD747	Rifaximin	Therapeutic Substance	Approved Drug	80621-81-4	DB01220	PA164752443	D02554	DAP001006	6436173	10482302	n.a.	Rifaximin; Rifaxidin; Rifacol; Xifaxan; 80621-81-4; Rifaximine; Rifamycin L 105; Rifamycin L 105SV; Fatroximin; Normix; Rifaximina; Rifamixin; Ritacol; Rifaximine [French]; Rifaximinum [Latin]; Rifaximina [Spanish]; C43H51N3O11; UNII-L36O5T016N; L 105SV; L 105 (Ansamacrolide antibiotic); L 105; BRN 3584528; Rifaximin [USAN:INN]; CHEBI:75246; L36O5T016N; Rifaximin, 98%; Rifaximin (Xifaxan); Rifaximinum; 4-Deoxy-4'-methylpyrido(1',2'-1,2)imidazo(5,4-c)rifamycin SV; (2S,16Z,18E,20S,21S,22R,23R,24R,25S,26S,27S,28E)-5,6,21,23,25 Pentahydrox	C43H51N3O11	NZCRJKRKKOLAOJ-XRCRFVBUSA-N	[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,36-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22,30-octamethyl-6,23-dioxo-8,37-dioxa-24,27,33-triazahexacyclo[23.10.1.14,7.05,35.026,34.027,32]heptatriaconta-1(35),2,4,9,19,21,25(36),26(34),28,30,32-undecaen-13-yl] acetate	n.a.	n.a.
PMDBD801	Spiramycin	Therapeutic Substance	Approved Drug	24916-50-5	DB06145	n.a.	n.a.	n.a.	6440717	4944970	n.a.	Foromacidine A; Demycarosylturimycin H; Spiramycin I; Spiramycin A; Spiramycin 1; spiramycin; Foromacidin; Foromacidin A; C43H74N2O14; 8025-81-8; 24916-50-5; NSC55926; Rovamycinetrade mark; NSC64393; IC 5902; CHEBI:85260; DB06145; LS-145761; J-015730; UNII-71ODY0V87H component ACTOXUHEUCPTEW-KWBWCIJSSA-N; [(4R,5S,6S,7R,9R,10R,11E,13E,16R)-6-{[(2S,3R,4R,5S,6R)	C43H74N2O14	ACTOXUHEUCPTEW-KWBWCIJSSA-N	2-[(4R,5S,6S,7R,9R,10R,11E,13E,16R)-6-[(2S,3R,4R,5S,6R)-5-[(2S,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-10-[(2R,5S,6S)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-4-hydroxy-5-methoxy-9,16-dimethyl-2-oxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde	n.a.	n.a.
PMDBD1188	Everolimus	Therapeutic substance	Drug	159351-69-6	DB01590	PA164746311	D02714	DAP001223	6442177	21106307	n.a.	Zortress; SDZ-RAD; SDZ RAD; RAD; Everolimus; 40-O-(2-hydroxyethyl)-rapamycin; RAD001; RAD, SDZ; 40-O-(2-Hydroxyethyl)rapamycin; RAD 001; Certican; Afinitor; 001, RAD; 42-O-(2-Hydroxyethyl)rapamycin; 159351-69-6; Votubia; Afinitor Disperz; CHEBI:68478; RAD-001; UNII-9HW64Q8G6G; 9HW64Q8G6G; NCGC00167512-01; (3S,6R,7E,9R,10R,12R,14S,15E,17E,19E,21S,23S,26R,27R,34aS)-9,27-dihydroxy-3-{(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl}-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-9	C53H83NO14	HKVAMNSJSFKALM-GKUWKFKPSA-N	(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone	n.a.	n.a.
PMDBD287	Dirithromycin	Therapeutic Substance	Approved Drug	62013-04-1	DB00954	PA449368	D03865	DAP000888	6473883	4976073	n.a.	Dirithromycin; Diritromicina; Dirithromycinum; Dirithromycine; 62013-04-1; Dynabac; LY 237216; LY-237216; UNII-1801D76STL; MLS000028564; (9S)-9-Deoxo-11-deoxy-9,11-(imino((1R)-2-(2-methoxyethoxy)ethylidene)oxy)erythromycin; SMR000058954; MLS001074061; CHEBI:474014; 1801D76STL; Diritromicina [Spanish]; Dirithromycine [French]; Dirithromycinum [Latin]; (1R,2R,3R,6R,7S,8S,9R,10R,12R,13S,15R,17S)-3-ethyl-2,10-dihydroxy-15-[(2-methoxyethoxy)methyl]-2,6,8,10,12,17-hexamethyl-5-oxo-9-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-h	C42H78N2O14	WLOHNSSYAXHWNR-DWIOZXRMSA-N	(1R,2R,3R,6R,7S,8S,9R,10R,12R,13S,15R,17S)-9-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-3-ethyl-2,10-dihydroxy-7-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-15-(2-methoxyethoxymethyl)-2,6,8,10,12,17-hexamethyl-4,16-dioxa-14-azabicyclo[11.3.1]heptadecan-5-one	n.a.	n.a.
PMDBD1049	Azlocillin	Therapeutic substance	Antibiotics	37091-66-0	DB01061	PA164749135	D02339	DAP001169	6479523	4980416	n.a.	azlocillin; 37091-66-0; Azlocillinum; Azlocilline; Azlocilina; Azlocillinum [INN-Latin]; Azlocilline [INN-French]; Azlocilina [INN-Spanish]; UNII-HUM6H389W0; CHEBI:2956; HUM6H389W0; (2S,5R,6R)-3,3-dimethyl-7-oxo-6-{[(2R)-2-{[(2-oxoimidazolidin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; EINECS 253-348-2; 6-((R)-2	C20H23N5O6S	JTWOMNBEOCYFNV-NFFDBFGFSA-N	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[(2R)-2-[(2-oxoimidazolidine-1-carbonyl)amino]-2-phenylacetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	n.a.	n.a.
PMDBD608	Norgestimate	Therapeutic Substance	Approved Drug	35189-28-7	DB00957	PA164744346	D05209	DAP001210	6540478	5022837	n.a.	NORGESTIMATE; Dexnorgestrel acetime; 35189-28-7; Norgestimato; Norgestimatum; Norgestimatum [INN-Latin]; Norgestimato [INN-Spanish]; UNII-C291HFX4DY; RWJ 10131; ORF 10131; D 138; (+)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one oxime acetate (ester); ORF-10131; C291HFX4DY; CHEBI:50815; d-13-beta-Ethyl-17-alpha-ethynyl-17-beta-acetoxygon-4-en-3-one oxime; (17-alpha)-17-(Acetyloxy)-13-ethyl-18,19-dinorpregn-4-en-20-yn-3-one 3-oxime; 20799-27-3; NCGC00181353-01; norgestrel oxime acetate; DSSTox_RID_82018; DSSTox_	C23H31NO3	KIQQMECNKUGGKA-NMYWJIRASA-N	[(3E,8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-3-hydroxyimino-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate	n.a.	Contraceptive Agents
PMDBD599	Nitrofurantoin	Therapeutic Substance	Approved Drug	67-20-9	DB00698	PA450640	D00439	DAP000998	6604200	5036498	n.a.	nitrofurantoin; 67-20-9; Macrodantin; 5-Nitrofurantoin; Furadantin; Furadonine; Furadantoin; Furadontin; Furadoine; Furadantine; Nifurantin; Furantoin; Nitrofuradantin; Nitrofurantoine; Welfurin; Furatoin; Furachel; Berkfurin; Urofurin; Urantoin; Novofuran; Furadonin; Parfuran; Zoofurin; Trantoin; Orafuran; Macrobid; Furobactina; Chemiofuran; Urodin; Nitoin; Furalan; Urizept; Ituran; Furina; Cystit; Urolong; Cyantin; Furadantine mc; Uro-Tablinen; Fur-ren; Macrofuran; Nitrofurantoina; Furadoninum; Furaloid; Nierofu; Benkfuran; Dantafur; Nitrex; Macpac; Nitr	C8H6N4O5	NXFQHRVNIOXGAQ-YCRREMRBSA-N	1-[(E)-(5-nitrofuran-2-yl)methylideneamino]imidazolidine-2,4-dione	Procter And Gamble Pharmaceuticals Inc Sub Procter And Gamble Co	Antiinfective Agents
PMDBD590	Nifurtimox	Therapeutic Substance	Approved Drug	23256-30-6	DB11820	n.a.	n.a.	n.a.	6842999	5246596	n.a.	NIFURTIMOX; Lampit; Bayer 2502; 23256-30-6; BAY 2502; Nifurtimox [INN:BAN]; Nifurtimoxum [INN-Latin]; CCRIS 2201; CHEBI:7566; EINECS 245-531-0; BAYER-2502; BAY-A2502; C10H13N3O5S; BAY-2502; DNDI1613515; 4-Thiomorpholinamine, 3-methyl-N-((5-nitro-2-furanyl)methylene)-, 1,1-dioxide; 4-((5-Nitrofurfurylidene)amino)-3-methylthiomorpholine-1,1-dioxide; 1-((5-Nitrofurfurylidene)amino)-2-methyltetrahydro-1,4-thiazine-4,4-dioxide; 4-Thiomorpholinamine, 3-methyl-N-[(5-nitro-2-furanyl)methylene]-, 1,1-dioxide; 3-Methyl-4-(5'-nitrofuryl	C10H13N3O5S	ARFHIAQFJWUCFH-IZZDOVSWSA-N	(E)-N-(3-methyl-1,1-dioxo-1,4-thiazinan-4-yl)-1-(5-nitrofuran-2-yl)methanimine	Bayer healthcare pharmaceuticals	n.a.
PMDBD627	Oxaliplatin	Therapeutic Substance	Approved Drug	61825-94-3	DB00526	PA131285527	D01790	DAP000062	6857599	8062727	n.a.	oxaliplatine; CHEBI:31941; Diaminocyclohexane Oxalatoplatinum; DB00526; (SP-4-2)[(1R,2R)-cyclohexane-1,2-diamine-kappa(2)N,N'][ethanedioato(2-)-kappa(2)O(1),O(2)]platinum	C8H16N2O4Pt+2	ZROHGHOFXNOHSO-BNTLRKBRSA-N	(1R,2R)-cyclohexane-1,2-diamine;oxalic acid;platinum(2+)	n.a.	n.a.
PMDBD1138	Dantrolene	Therapeutic substance	Drug	7261-97-4	DB01219	PA449208	D02347	DNC001623	6914273	5290202	n.a.	dantrolene; Dantrolenum [INN-Latin]; Dantroleno [INN-Spanish]; 7261-97-4; Dantroleno; UNII-F64QU97QCR; F-368; Dantrolenum; Ryanodex; 1-((5-(p-Nitrophenyl)furfurylidene)amino)hydantoin; HSDB 3050; C14H10N4O5; EINECS 230-684-8; BRN 0705189; F64QU97QCR; 1-(((5-(4-Nitrophenyl)-2-furanyl)methylene)amino)-2,4-imidazolidinedione; 833480-90-3; 1-[[5-(p-Nitrophenyl)furfurylidene]amino]hydantoin; 2,4-Imidazo	C14H10N4O5	OZOMQRBLCMDCEG-VIZOYTHASA-N	1-[(E)-[5-(4-nitrophenyl)furan-2-yl]methylideneamino]imidazolidine-2,4-dione	n.a.	n.a.
PMDBD758	Roxithromycin	Therapeutic Substance	Approved Drug	80214-83-1	DB00778	PA164750505	D01710	DAP000885	6915744	5291557	n.a.	roxithromycin; Rulide; Roxitromicina; Roxithromycinum; Roxithromycine; 80214-83-1; RU 965; RU 28965; UNII-21KOF230FA; Rulid; CHEBI:48935; Roxithromycinum [Latin]; Roxithromycine [French]; Roxitromicina [Spanish]; 21KOF230FA; RU-965; RU-28965; 9-(O-((2-Methoxyethoxy)methyl)oxime)erythromycin; CCRIS 3461; (9E)-erythromycin 9-(O-((2-methoxyethoxy)methyl)oxime); (E)-roxithromycin; Erythromycin 9-(O-((2-methoxyethoxy)methyl)oxime); BRN 4286925; Rulide (TN); 9-[O-[(2-Methoxyethoxy)methyl]oxime]erythromycin; SR-05000001850; Erythromycin, 9	C41H76N2O15	RXZBMPWDPOLZGW-XMRMVWPWSA-N	(3R,4S,5S,6R,7R,9R,10E,11S,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-10-(2-methoxyethoxymethoxyimino)-3,5,7,9,11,13-hexamethyl-oxacyclotetradecan-2-one	Sanofi-Aventis	Antibiotics
PMDBD156	Cefdinir	Therapeutic Substance	Approved Drug	91832-40-5	DB00535	PA164768739	D00917	DAP000436	6915944	5291705	n.a.	cefdinir; 91832-40-5; Omnicef; CFDN; Cefdinirum; Cefdinyl; Cefzon; FK-482; CI-983; FK 482; Cefdinirum [INN-Latin]; UNII-CI0FAO63WC; (E)-Cefdinir; BMY 28488; CI 983; Cefdinir (Omnicef); CHEBI:3485; PD-134393; PD 134393; BMY-28488; CI0FAO63WC; (-)-(6R,7R)-7-(2-(2-Amino-4-thiazolyl)glyoxylamido)-8-oxo-3-vinyl-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7(sup 2)-(Z)-oxime; Cefdirnir; C14H13N5O5S2; Ceftinex; Cefdinir [USAN:INN]; 5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((2-amino-4-thiazolyl) (hydroxyimino)acet	C14H13N5O5S2	RTXOFQZKPXMALH-GHXIOONMSA-N	(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	Abbott Laboratories	Antibiotics
