microbe_id	microbe_tax_id	microbe_name	microbe_tax_level	genus_id	genus_name	family_id	family_name	superking_id	superking_name	if_probiotic	probiotic_use_species	probiotic_research_stage	if_has_abundance							
PMDBM803	1392389	Intestinimonas	genus	1392389	Intestinimonas	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM804	227979	Jeotgalicoccus	genus	227979	Jeotgalicoccus	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM805	43994	Johnsonella	genus	43994	Johnsonella	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM806	1006551	Klebsiella	oxytoca	KCTC	1686	Strain	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM807	575	Klebsiella	planticola	Species	160674	Raoultella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM808	507522	Klebsiella	pneumoniae	342	Strain	570	Klebsiella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM809	1506553	Lachnoclostridium	genus	1506553	Lachnoclostridium	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM810	28050	Lachnospira	n.a.	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM811	n.a.	Lachnospiraceae	bacterium	2	1	58FAA	Strain	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM812	n.a.	Lachnospiraceae	bacterium	3	1	57FAA	CT1	Strain	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM813	n.a.	Lachnospiraceae	bacterium	7	1	58FAA	Strain	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM814	n.a.	Lachnospirum	spp.	Species	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM815	n.a.	lactic	acid	bacteria	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM816	33958	Lactobacillaceae	family	n.a.	n.a.	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM817	525306	Lactobacillus	acidophilus	ATCC	4796	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM818	585524	Lactobacillus	amylolyticus	DSM	11664	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM819	1605	Lactobacillus	animalis	species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM820	525310	Lactobacillus	brevis	subsp.	gravesensis	ATCC	27305	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM821	888027	Lactobacillus	delbrueckii	subsp.	lactis	DSM	20072	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM822	712938	Lactobacillus	fermentum	CECT	5716	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM823	525326	Lactobacillus	gasseri	JV-V03	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM824	440497	Lactobacillus	jensenii	1153	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM825	257314	Lactobacillus	johnsonii	NCC	533	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM826	1040964	Lactobacillus	ruminis	SPM0211	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM827	314315	Lactobacillus	sakei	subsp.	sakei	23K	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM828	525365	Lactobacillus	ultunensis	DSM	16047	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM829	1423814	Lactobacillus	vaginalis	ATCC	49540	Strain	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM830	420890	Lactococcus	garvieae	Lg2	Strain	1357	Lactococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM831	420345	Lactonifactor	n.a.	n.a.	n.a.	31979	Clostridiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM832	1091138	Lawsonia	n.a.	n.a.	n.a.	110015	Anthribidae	2759	Eukaryota	n.a.	n.a.	n.a.	No							
PMDBM833	445	Legionella	genus	445	Legionella	444	Legionellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM834	525367	Listeria	grayi	DSM	20601	Strain	1637	Listeria	186820	Listeriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM835	702453	Listeria	seeligeri	FSL	N1-067	Strain	1637	Listeria	186820	Listeriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM836	906	Megasphaera	genus	906	Megasphaera	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM837	1064535	Megasphaera	elsdenii	DSM	20460	Strain	906	Megasphaera	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM838	n.a.	Methanobrevibacter	unclassified	n.a.	2172	Methanobrevibacter	2159	Methanobacteriaceae	2157	Archaea	n.a.	n.a.	n.a.	No						
PMDBM839	33882	Microbacterium	genus	33882	Microbacterium	85023	Microbacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM840	n.a.	microbial	diversity	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No						
PMDBM841	n.a.	microbiota	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM842	1268	Micrococcaceae	family	n.a.	n.a.	1268	Micrococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM843	n.a.	Mogibacteriaceae	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM844	90690	Morganella	genus	90690	Morganella	5426	Lycoperdaceae	2759	Eukaryota	n.a.	n.a.	n.a.	No							
PMDBM845	248039	Mucispirillum	schaedleri	Species	n.a.	n.a.	191394	Deferribacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM846	n.a.	Mycobacterium	spp.	Species	1763	Mycobacterium	1762	Mycobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM847	888742	Neisseria	bacilliformis	ATCC	BAA-1200	Strain	482	Neisseria	481	Neisseriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM848	546263	Neisseria	elongata	subsp.	glycolytica	ATCC	29315	Strain	482	Neisseria	481	Neisseriaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM849	546266	Neisseria	mucosa	ATCC	25996	Strain	482	Neisseria	481	Neisseriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM850	481	Neisseriaceae	family	n.a.	n.a.	481	Neisseriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM851	203693	Nitrospira	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM852	n.a.	Nocardia	spp.	Species	1817	Nocardia	85025	Nocardiaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM853	n.a.	norank_c_Cyanobacteria	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM854	n.a.	norank_f_Erysipelotrichaceae	n.a.	n.a.	n.a.	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM855	n.a.	Norank_f_Hados.	Sed.	Eubac.3	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM856	n.a.	Norank_f_Peptostreptococcaceae	n.a.	n.a.	n.a.	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM857	1161	Nostocales	order	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM858	1853231	Odoribacteraceae	family	n.a.	n.a.	1853231	Odoribacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM859	133925	Olsenella	genus	133925	Olsenella	1643824	Atopobiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM860	633147	Olsenella	uli	DSM	7084	Strain	133925	Olsenella	1643824	Atopobiaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM861	n.a.	Ophryoscolex	spp.	Species	n.a.	n.a.	47890	Ophryoscolecidae	2759	Eukaryota	n.a.	n.a.	n.a.	No						
PMDBM862	75682	Oxalobacteraceae	family	n.a.	n.a.	75682	Oxalobacteraceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM863	1100891	Paenalcaligenes	genus	1100891	Paenalcaligenes	506	Alcaligenaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM864	186822	Paenibacillaceae	family	n.a.	n.a.	186822	Paenibacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM865	44249	Paenibacillus	genus	44249	Paenibacillus	186822	Paenibacillaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM866	53335	Pantoea	genus	53335	Pantoea	1903409	Erwiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM867	1123863	Pantoea	ananatis	LMG	5342	Strain	53335	Pantoea	1903409	Erwiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM868	592316	Pantoea	sp.	At-9b	Strain	53335	Pantoea	1903409	Erwiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM869	387661	Parabacteroides	johnsonii	Species	375288	Parabacteroides	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM870	577309	Paraprevotella	genus	577309	Paraprevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM871	n.a.	Paraprevotellaceae	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM872	712	Pasteurellaceae	family	n.a.	n.a.	712	Pasteurellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM873	218491	Pectobacterium	atrosepticum	SCRI1043	Strain	122277	Pectobacterium	1903410	Pectobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM874	561231	Pectobacterium	wasabiae	WPP163	Strain	122277	Pectobacterium	1903410	Pectobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM875	n.a.	Pedicoccus	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM876	186807	Peptococcaceae	family	n.a.	n.a.	186807	Peptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM877	879308	Peptoniphilus	sp.	oral	taxon	375	str.	F0436	Strain	162289	Peptoniphilus	1570339	Peptoniphilaceae	2	Bacteria	n.a.	n.a.	n.a.	No	
PMDBM878	n.a.	Peptostreptococcaceae	noname	n.a.	n.a.	n.a.	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM879	n.a.	Peptostreptococcaceae	noname	unclassified	n.a.	n.a.	n.a.	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM880	1257	Peptostreptococcus	genus	1257	Peptostreptococcus	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM881	596315	Peptostreptococcus	stomatis	DSM	17678	Strain	1257	Peptostreptococcus	186804	Peptostreptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM882	243265	Photorhabdus	luminescens	subsp.	laumondii	TTO1	Strain	29487	Photorhabdus	1903414	Morganellaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM883	118	Planctomyces	genus	118	Planctomyces	126	Planctomycetaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM884	186818	Planococcaceae	family	n.a.	n.a.	186818	Planococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM885	891974	Plautia	stali	symbiont	species	n.a.	n.a.	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM886	836	Porphyromonas	genus	836	Porphyromonas	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM887	596327	Porphyromonas	uenonis	Mar-60	Strain	836	Porphyromonas	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM888	n.a.	Prevotella	spp.	Species	838	Prevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM889	563008	Prevotella	oris	C735	Strain	838	Prevotella	171552	Prevotellaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM890	n.a.	Prevotella/Bacteroides	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM891	1051006	Propionibacterium	acnes	SK182B-JCVI	Strain	1912216	Cutibacterium	31957	Propionibacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM892	210425	Proteus	n.a.	n.a.	n.a.	166053	Proteidae	2759	Eukaryota	n.a.	n.a.	n.a.	No							
PMDBM893	411467	Pseudoflavonifractor	capillosus	ATCC	29799	Strain	1017280	Pseudoflavonifractor	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM894	748280	Pseudogulbenkiania	sp.	NH8B	Strain	568394	Pseudogulbenkiania	1499392	Chromobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM895	1089456	Pseudomonas	aeruginosa	NCGM2.S1	Strain	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM896	43263	Pseudomonas	alcaligenes	Species	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM897	256466	Pseudomonas	japonica	Species	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM898	n.a.	Pseudomonas	plecoglossicida	strain	CGMCC	2093	Strain	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM899	n.a.	Pseudomonas	plecoglossicida	strain	R18	Strain	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM900	n.a.	Pseudomonas	putida	strain	SRI156	Strain	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM901	996285	Pseudomonas	stutzeri	DSM	4166	Strain	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM902	629259	Pseudomonas	syringae	pv.	morsprunorum	str.	M302280	Strain	286	Pseudomonas	135621	Pseudomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM903	745277	Rahnella	aquatilis	CIP	78.65	=	ATCC	33071	Strain	34037	Rahnella	1903411	Yersiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No	
PMDBM904	741091	Rahnella	sp.	Y9602	Strain	34037	Rahnella	1903411	Yersiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM905	575	Raoultella	planticola	Species	160674	Raoultella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM906	533247	Raphidiopsis	brookii	D9	Strain	n.a.	n.a.	1892259	Aphanizomenonaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM907	67575	Rheinheimera	genus	67575	Rheinheimera	1046	Chromatiaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM908	506534	Rheinheimera	sp.	A13L	Strain	67575	Rheinheimera	1046	Chromatiaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM909	41295	Rhodospirillaceae	family	n.a.	n.a.	41295	Rhodospirillaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM910	n.a.	Richness	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No							
PMDBM911	n.a.	Richness	and	Shannon	evenness	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No				
PMDBM912	301302	Roseburia	faecis	species	841	Roseburia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM913	360807	Roseburia	inulinivorans	Species	841	Roseburia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM914	680646	Rothia	mucilaginosa	DY-18	Strain	32207	Rothia	1268	Micrococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM915	n.a.	Rothia	spp.	Species	32207	Rothia	1268	Micrococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM916	n.a.	Ruminococcaceae_other	n.a.	n.a.	n.a.	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM917	641112	Ruminococcus	flavefaciens	FD-1	Strain	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM918	457412	Ruminococcus	sp.	5_1_39BFAA	Strain	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM919	657323	Ruminococcus	sp.	SR1/5	species	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM920	n.a.	Ruminococcus	spp.	Species	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM921	n.a.	S24-7	Species	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM922	95818	Saccharibacteria	phylum	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM923	590	Salmonella	genus	590	Salmonella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM924	218493	Salmonella	bongori	NCTC	12419	Strain	590	Salmonella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM925	882884	Salmonella	enterica	subsp.	arizonae	serovar	62:z4,z23:-	str.	RSK2980	Strain	590	Salmonella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No
PMDBM926	909945	Salmonella	enterica	subsp.	enterica	serovar	Dublin	str.	SD3246	Strain	590	Salmonella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No
PMDBM927	1936988	Saprospirales	order	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM928	n.a.	Segmented	ﬁlamentous	bacteria	(SFB)	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM929	667129	Serratia	odorifera	DSM	4582	Strain	613	Serratia	1903411	Yersiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM930	399741	Serratia	proteamaculans	568	Strain	613	Serratia	1903411	Yersiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM931	768490	Serratia	sp.	AS12	Strain	613	Serratia	1903411	Yersiniaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM932	n.a.	Shannon	evenness	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No						
PMDBM933	n.a.	Shannon	index	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No						
PMDBM934	22	Shewanella	genus	22	Shewanella	267890	Shewanellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM935	318167	Shewanella	frigidimarina	NCIMB	400	Strain	22	Shewanella	267890	Shewanellaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM936	399804	Shewanella	putrefaciens	200	Strain	22	Shewanella	267890	Shewanellaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM937	n.a.	Shewanella	sp.	Ana-3	Species	22	Shewanella	267890	Shewanellaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM938	620	Shigella	genus	620	Shigella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM939	649764	Slackia	exigua	ATCC	700122	Strain	84108	Slackia	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM940	471855	Slackia	heliotrinireducens	DSM	20476	Strain	84108	Slackia	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM941	n.a.	Slackia	spp.	Species	84108	Slackia	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM942	1196083	Snodgrassella	alvi	species	1193515	Snodgrassella	481	Neisseriaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM943	204457	Sphingomonadales	order	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM944	13687	Sphingomonas	genus	13687	Sphingomonas	41297	Sphingomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM945	203692	Spirochaetes	class	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM946	1569	Sporosarcina	genus	1569	Sporosarcina	186818	Planococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM947	90964	Staphylococcaceae	family	n.a.	n.a.	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM948	754026	Staphylococcus	aureus	subsp.	aureus	MRSA177	Strain	1279	Staphylococcus	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM949	1282	Staphylococcus	epidermidis	Species	1279	Staphylococcus	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM950	525376	Staphylococcus	epidermidis	W23144	Strain	1279	Staphylococcus	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM951	n.a.	Staphylococcus	spp.	Species	1279	Staphylococcus	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM952	40323	Stenotrophomonas	genus	40323	Stenotrophomonas	32033	Xanthomonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM953	1328	Streptococcus	anginosus	species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM954	663952	Streptococcus	dysgalactiae	subsp.	dysgalactiae	ATCC	27957	Strain	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No		
PMDBM955	1069533	Streptococcus	infantarius	subsp.	infantarius	CJ18	Strain	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No			
PMDBM956	68892	Streptococcus	infantis	Species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM957	1309	Streptococcus	mutans	species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM958	760570	Streptococcus	parasanguinis	ATCC	15912	Strain	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM959	1305	Streptococcus	sanguinis	species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM960	1051074	Streptococcus	thermophilus	JIM	8232	Strain	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No				
PMDBM962	n.a.	Sutterella	spp.	Species	40544	Sutterella	995019	Sutterellaceae	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM963	995019	Sutterellaceae	family	n.a.	n.a.	995019	Sutterellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM964	195950	Tannerella	genus	195950	Tannerella	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM965	544448	Tenericutes	phylum	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM966	n.a.	The	bacterial	community	diversity	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No				
PMDBM967	n.a.	The	bacterial	diversity	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No					
PMDBM968	n.a.	The	diversity	of	microbiota	in	colon	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No		
PMDBM969	n.a.	The	diversity	of	total	bacteria	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	No			
PMDBM970	n.a.	TM6_Dependentiae	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM971	n.a.	TM7	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM972	n.a.	total	aerobic	bacteria	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM973	82802	Trichococcus	genus	82802	Trichococcus	186828	Carnobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM974	2039	Tropheryma	whipplei	species	2038	Tropheryma	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM975	n.a.	Turicibacteraceae	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM976	n.a.	unclassiﬁed	Clostridiales	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No						
PMDBM977	n.a.	Unclassified	gut	microbiota	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM978	186928	unclassified	Lachnospiraceae	no	rank	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM979	41296	unclassified	Rhodospirillaceae	no	rank	n.a.	n.a.	41295	Rhodospirillaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM980	552397	unclassified	Ruminococcaceae	no	rank	n.a.	n.a.	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	No					
PMDBM981	n.a.	Unclassified_f_Comamonadaceae	n.a.	n.a.	n.a.	80864	Comamonadaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
PMDBM982	29465	Veillonella	genus	29465	Veillonella	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	No							
