<<<<<<< HEAD
Microbe	NCBI_id	Drug	Pubchem_id	Reference
Bacteroides plebeius	310297	Praziquantel	4891	MagMD
Bacteroides plebeius	310297	Ropinirole	5095	MagMD
Bacteroides plebeius	310297	Spironolactone	5833	MagMD
Bacteroides pyogenes	310300	Rutin	5280805	MagMD
Bacteroides pyogenes	310300	Rebaudioside A	6918840	MagMD
Bacteroides pyogenes	310300	Stevioside	442089	MagMD
Bacteroides pyogenes	310300	Isoquercetin	5280804	MagMD
Bacteroides pyogenes	310300	Sorivudine	5282192	MagMD
Bacteroides pyogenes	310300	5-Fluorouracil	3385	MagMD
Bacteroides salyersiae	291644	Rutin	5280805	MagMD
Bacteroides salyersiae	291644	Poncirin	442456	MagMD
Bacteroides salyersiae	291644	Naringin	442428	MagMD
Bacteroides salyersiae	291644	Ginsenoside	3086007	MagMD
Bacteroides salyersiae	291644	Rebaudioside A	6918840	MagMD
Bacteroides salyersiae	291644	Stevioside	442089	MagMD
Bacteroides salyersiae	291644	Isoquercetin	5280804	MagMD
Bacteroides salyersiae	291644	Tryptophan	6305	MagMD
Bacteroides salyersiae	291644	Sorivudine	5282192	MagMD
Bacteroides salyersiae	291644	5-Fluorouracil	3385	MagMD
Bacteroides sp	2778071	Rutin	5280805	MagMD
Bacteroides stercorirosoris	871324	Rutin	5280805	MagMD
Bacteroides stercorirosoris	871324	Poncirin	442456	MagMD
Bacteroides stercorirosoris	871324	Naringin	442428	MagMD
Bacteroides stercorirosoris	871324	Ginsenoside	3086007	MagMD
Bacteroides stercorirosoris	871324	Rebaudioside A	6918840	MagMD
Bacteroides stercorirosoris	871324	Stevioside	442089	MagMD
Bacteroides stercorirosoris	871324	Isoquercetin	5280804	MagMD
Bacteroides stercorirosoris	871324	Tryptophan	6305	MagMD
Bacteroides stercorirosoris	871324	Sorivudine	5282192	MagMD
Bacteroides stercorirosoris	871324	5-Fluorouracil	3385	MagMD
Bacteroides stercoris	46506	Rutin	5280805	MagMD
Bacteroides stercoris	46506	Rebaudioside A	6918840	MagMD
Bacteroides stercoris	46506	Stevioside	442089	MagMD
Bacteroides stercoris	46506	Isoquercetin	5280804	MagMD
Bacteroides stercoris	46506	Tryptophan	6305	MagMD
Bacteroides stercoris	46506	Sorivudine	5282192	MagMD
Bacteroides stercoris	46506	5-Fluorouracil	3385	MagMD
Bacteroides thetaiotaomicron	818	Rutin	5280805	MagMD
Bacteroides thetaiotaomicron	818	Poncirin	442456	MagMD
Bacteroides thetaiotaomicron	818	Naringin	442428	MagMD
Bacteroides thetaiotaomicron	818	Ginsenoside	3086007	MagMD
Bacteroides thetaiotaomicron	818	Rebaudioside A	6918840	MagMD
Bacteroides thetaiotaomicron	818	Stevioside	442089	MagMD
Bacteroides thetaiotaomicron	818	Isoquercetin	5280804	MagMD
Bacteroides thetaiotaomicron	818	Tryptophan	6305	MagMD
Bacteroides thetaiotaomicron	818	Sorivudine	5282192	MagMD
Bacteroides thetaiotaomicron	818	5-Fluorouracil	3385	MagMD
Bacteroides togonis	1917883	Rutin	5280805	MagMD
Bacteroides togonis	1917883	Poncirin	442456	MagMD
Bacteroides togonis	1917883	Naringin	442428	MagMD
Bacteroides togonis	1917883	Ginsenoside	3086007	MagMD
Bacteroides togonis	1917883	Rebaudioside A	6918840	MagMD
Bacteroides togonis	1917883	Stevioside	442089	MagMD
Bacteroides togonis	1917883	Isoquercetin	5280804	MagMD
Bacteroides togonis	1917883	Sorivudine	5282192	MagMD
Bacteroides togonis	1917883	5-Fluorouracil	3385	MagMD
Bacteroides uniformis	820	Rutin	5280805	MagMD
Bacteroides uniformis	820	Poncirin	442456	MagMD
Bacteroides uniformis	820	Naringin	442428	MagMD
Bacteroides uniformis	820	Ginsenoside	3086007	MagMD
Bacteroides uniformis	820	Genistein	5280961	MagMD
Bacteroides uniformis	820	Rebaudioside A	6918840	MagMD
Bacteroides uniformis	820	Stevioside	442089	MagMD
Bacteroides uniformis	820	Isoquercetin	5280804	MagMD
Bacteroides uniformis	820	5-Fluorouracil	3385	MagMD
Bacteroides uniformis	820	Sorivudine	5282192	MagMD
Bacteroides uniformis	820	Digoxin	2724385	MagMD
Bacteroides uniformis	820	Capecitabine	60953	MagMD
Bacteroides uniformis	820	Clofazimine	2794	MagMD
Bacteroides uniformis	820	Dolasetron	3033818	MagMD
Bacteroides uniformis	820	Hydrocortisone	5754	MagMD
Bacteroides uniformis	820	Ketoprofen	3825	MagMD
Bacteroides uniformis	820	Levonorgestrel	13109	MagMD
Bacteroides uniformis	820	Lovastatin	53232	MagMD
Bacteroides uniformis	820	Misoprostol	5282381	MagMD
Bacteroides uniformis	820	Mycophenolate mofetil	5281078	MagMD
Bacteroides uniformis	820	Nicardipine	4474	MagMD
Bacteroides uniformis	820	Praziquantel	4891	MagMD
Bacteroides uniformis	820	Risperidone	5073	MagMD
Bacteroides uniformis	820	Ropinirole	5095	MagMD
Bacteroides uniformis	820	Spironolactone	5833	MagMD
Bacteroides uniformis	820	Sulindac	1548887	MagMD
Bacteroides uniformis	820	Torsemide	41781	MagMD
Bacteroides uniformis	820	Vorinostat	5311	MagMD
Bacteroides vulgatus	821	Sorivudine	5282192	MagMD
Bacteroides xylanisolvens	371601	Rutin	5280805	MagMD
Bacteroides xylanisolvens	371601	Poncirin	442456	MagMD
Bacteroides xylanisolvens	371601	Naringin	442428	MagMD
Bacteroides xylanisolvens	371601	Ginsenoside	3086007	MagMD
Bacteroides xylanisolvens	371601	Rebaudioside A	6918840	MagMD
Bacteroides xylanisolvens	371601	Stevioside	442089	MagMD
Bacteroides xylanisolvens	371601	Isoquercetin	5280804	MagMD
Bacteroides xylanisolvens	371601	Tryptophan	6305	MagMD
Bacteroides xylanisolvens	371601	Sorivudine	5282192	MagMD
Bacteroides xylanisolvens	371601	5-Fluorouracil	3385	MagMD
Bariatricus massiliensis	1745713	Tryptophan	6305	MagMD
Bariatricus massiliensis	1745713	Sorivudine	5282192	MagMD
Bariatricus massiliensis	1745713	5-Fluorouracil	3385	MagMD
Barnesiella	397864	Rutin	5280805	MagMD
Barnesiella	397864	Rebaudioside A	6918840	MagMD
Barnesiella	397864	Stevioside	442089	MagMD
Barnesiella	397864	Isoquercetin	5280804	MagMD
Barnesiella	397864	Tryptophan	6305	MagMD
Barnesiella	397864	Sorivudine	5282192	MagMD
Barnesiella	397864	5-Fluorouracil	3385	MagMD
Barnesiella intestinihominis	487174	Rutin	5280805	MagMD
Barnesiella intestinihominis	487174	Poncirin	442456	MagMD
Barnesiella intestinihominis	487174	Naringin	442428	MagMD
Barnesiella intestinihominis	487174	Ginsenoside	3086007	MagMD
Barnesiella intestinihominis	487174	Rebaudioside A	6918840	MagMD
Barnesiella intestinihominis	487174	Stevioside	442089	MagMD
Barnesiella intestinihominis	487174	Isoquercetin	5280804	MagMD
Barnesiella intestinihominis	487174	Sorivudine	5282192	MagMD
Barnesiella intestinihominis	487174	5-Fluorouracil	3385	MagMD
Beduini	1922299	Rutin	5280805	MagMD
Beduini	1922299	Rebaudioside A	6918840	MagMD
Beduini	1922299	Stevioside	442089	MagMD
Beduini	1922299	Isoquercetin	5280804	MagMD
Beduini	1922299	Sorivudine	5282192	MagMD
Beduini	1922299	5-Fluorouracil	3385	MagMD
Beduini massiliensis	1585974	Rutin	5280805	MagMD
Beduini massiliensis	1585974	Poncirin	442456	MagMD
Beduini massiliensis	1585974	Naringin	442428	MagMD
Beduini massiliensis	1585974	Ginsenoside	3086007	MagMD
Beduini massiliensis	1585974	Rebaudioside A	6918840	MagMD
Beduini massiliensis	1585974	Stevioside	442089	MagMD
Beduini massiliensis	1585974	Isoquercetin	5280804	MagMD
Beduini massiliensis	1585974	Sorivudine	5282192	MagMD
Beduini massiliensis	1585974	5-Fluorouracil	3385	MagMD
Bifidobacterium	1678	Rutin	5280805	MagMD
Bifidobacterium	1678	Naringin	442428	MagMD
Bifidobacterium	1678	Ginsenoside	3086007	MagMD
Bifidobacterium	1678	Poncirin	442456	MagMD
Bifidobacterium	1678	Rebaudioside A	6918840	MagMD
Bifidobacterium	1678	Stevioside	442089	MagMD
Bifidobacterium	1678	Isoquercetin	5280804	MagMD
Bifidobacterium	1678	Sorivudine	5282192	MagMD
Bifidobacterium	1678	5-Fluorouracil	3385	MagMD
Bifidobacterium adolescentis	1680	Sorivudine	5282192	MagMD
Bifidobacterium adolescentis	1680	5-Fluorouracil	3385	MagMD
Bifidobacterium adolescentis	1680	Digoxin	2724385	MagMD
Bifidobacterium adolescentis	1680	Ketoprofen	3825	MagMD
Bifidobacterium adolescentis	1680	Levonorgestrel	13109	MagMD
Bifidobacterium adolescentis	1680	Lovastatin	53232	MagMD
Bifidobacterium adolescentis	1680	Misoprostol	5282381	MagMD
Bifidobacterium adolescentis	1680	Nicardipine	4474	MagMD
Bifidobacterium adolescentis	1680	Risperidone	5073	MagMD
Bifidobacterium adolescentis	1680	Ropinirole	5095	MagMD
Bifidobacterium adolescentis	1680	Spironolactone	5833	MagMD
Bifidobacterium adolescentis	1680	Sulindac	1548887	MagMD
Bifidobacterium adolescentis	1680	Torsemide	41781	MagMD
Bifidobacterium adolescentis	1680	Vorinostat	5311	MagMD
Bifidobacterium angulatum	1683	Rutin	5280805	MagMD
Bifidobacterium angulatum	1683	Rebaudioside A	6918840	MagMD
Bifidobacterium angulatum	1683	Stevioside	442089	MagMD
Bifidobacterium angulatum	1683	Isoquercetin	5280804	MagMD
Bifidobacterium angulatum	1683	Sorivudine	5282192	MagMD
Bifidobacterium angulatum	1683	5-Fluorouracil	3385	MagMD
Bifidobacterium animalis	28025	Rutin	5280805	MagMD
Bifidobacterium animalis	28025	Rebaudioside A	6918840	MagMD
Bifidobacterium animalis	28025	Stevioside	442089	MagMD
Bifidobacterium animalis	28025	Isoquercetin	5280804	MagMD
Bifidobacterium animalis	28025	Sorivudine	5282192	MagMD
Bifidobacterium animalis	28025	5-Fluorouracil	3385	MagMD
Bifidobacterium bifidum	1681	Sorivudine	5282192	MagMD
Bifidobacterium bifidum	1681	5-Fluorouracil	3385	MagMD
Bifidobacterium breve	1685	Rutin	5280805	MagMD
Bifidobacterium breve	1685	Rebaudioside A	6918840	MagMD
Bifidobacterium breve	1685	Stevioside	442089	MagMD
Bifidobacterium breve	1685	Isoquercetin	5280804	MagMD
Bifidobacterium breve	1685	Sorivudine	5282192	MagMD
Bifidobacterium breve	1685	5-Fluorouracil	3385	MagMD
Bifidobacterium catenulatum	1686	Rutin	5280805	MagMD
Bifidobacterium catenulatum	1686	Rebaudioside A	6918840	MagMD
Bifidobacterium catenulatum	1686	Stevioside	442089	MagMD
Bifidobacterium catenulatum	1686	Isoquercetin	5280804	MagMD
Bifidobacterium catenulatum	1686	Sorivudine	5282192	MagMD
Bifidobacterium catenulatum	1686	5-Fluorouracil	3385	MagMD
Bifidobacterium dentium	1689	Rutin	5280805	MagMD
Bifidobacterium dentium	1689	Poncirin	442456	MagMD
Bifidobacterium dentium	1689	Naringin	442428	MagMD
Bifidobacterium dentium	1689	Ginsenoside	3086007	MagMD
Bifidobacterium dentium	1689	Rebaudioside A	6918840	MagMD
Bifidobacterium dentium	1689	Stevioside	442089	MagMD
Bifidobacterium dentium	1689	Isoquercetin	5280804	MagMD
Bifidobacterium dentium	1689	Sorivudine	5282192	MagMD
Bifidobacterium dentium	1689	5-Fluorouracil	3385	MagMD
Bifidobacterium gallicum	78342	Rutin	5280805	MagMD
Bifidobacterium gallicum	78342	Rebaudioside A	6918840	MagMD
Bifidobacterium gallicum	78342	Stevioside	442089	MagMD
Bifidobacterium gallicum	78342	Isoquercetin	5280804	MagMD
Bifidobacterium gallicum	78342	Sorivudine	5282192	MagMD
Bifidobacterium gallicum	78342	5-Fluorouracil	3385	MagMD
Bifidobacterium gallinarum	78344	Rutin	5280805	MagMD
Bifidobacterium gallinarum	78344	Rebaudioside A	6918840	MagMD
Bifidobacterium gallinarum	78344	Stevioside	442089	MagMD
Bifidobacterium gallinarum	78344	Isoquercetin	5280804	MagMD
Bifidobacterium gallinarum	78344	Sorivudine	5282192	MagMD
Bifidobacterium gallinarum	78344	5-Fluorouracil	3385	MagMD
Bifidobacterium infantis	1682	Rutin	5280805	MagMD
Bifidobacterium infantis	1682	Rebaudioside A	6918840	MagMD
Bifidobacterium infantis	1682	Stevioside	442089	MagMD
Bifidobacterium infantis	1682	Isoquercetin	5280804	MagMD
Bifidobacterium infantis	1682	5-Fluorouracil	3385	MagMD
Bifidobacterium pseudocatenulatum	28026	Rutin	5280805	MagMD
Bifidobacterium pseudocatenulatum	28026	Poncirin	442456	MagMD
Bifidobacterium pseudocatenulatum	28026	Naringin	442428	MagMD
Bifidobacterium pseudocatenulatum	28026	Ginsenoside	3086007	MagMD
Bifidobacterium pseudocatenulatum	28026	Rebaudioside A	6918840	MagMD
Bifidobacterium pseudocatenulatum	28026	Stevioside	442089	MagMD
Bifidobacterium pseudocatenulatum	28026	Isoquercetin	5280804	MagMD
Bifidobacterium pseudocatenulatum	28026	5-Fluorouracil	3385	MagMD
Bifidobacterium pullorum	78448	Rutin	5280805	MagMD
Bifidobacterium pullorum	78448	Poncirin	442456	MagMD
Bifidobacterium pullorum	78448	Naringin	442428	MagMD
Bifidobacterium pullorum	78448	Ginsenoside	3086007	MagMD
Bifidobacterium pullorum	78448	Rebaudioside A	6918840	MagMD
Bifidobacterium pullorum	78448	Stevioside	442089	MagMD
Bifidobacterium pullorum	78448	Isoquercetin	5280804	MagMD
Bifidobacterium pullorum	78448	Sorivudine	5282192	MagMD
Bifidobacterium pullorum	78448	5-Fluorouracil	3385	MagMD
Bifidobacterium ruminantium	78346	Rutin	5280805	MagMD
Bifidobacterium ruminantium	78346	Rebaudioside A	6918840	MagMD
Bifidobacterium ruminantium	78346	Stevioside	442089	MagMD
Bifidobacterium ruminantium	78346	Isoquercetin	5280804	MagMD
Bifidobacterium ruminantium	78346	Sorivudine	5282192	MagMD
Bifidobacterium ruminantium	78346	5-Fluorouracil	3385	MagMD
Bifidobacterium scardovii	158787	Rutin	5280805	MagMD
Bifidobacterium scardovii	158787	Poncirin	442456	MagMD
Bifidobacterium scardovii	158787	Naringin	442428	MagMD
Bifidobacterium scardovii	158787	Ginsenoside	3086007	MagMD
Bifidobacterium scardovii	158787	Rebaudioside A	6918840	MagMD
Bifidobacterium scardovii	158787	Stevioside	442089	MagMD
Bifidobacterium scardovii	158787	Isoquercetin	5280804	MagMD
Bifidobacterium scardovii	158787	Sorivudine	5282192	MagMD
Bifidobacterium scardovii	158787	5-Fluorouracil	3385	MagMD
Bifidobacterium thermacidophilum	246618	Rutin	5280805	MagMD
Bifidobacterium thermacidophilum	246618	Rebaudioside A	6918840	MagMD
Bifidobacterium thermacidophilum	246618	Stevioside	442089	MagMD
Bifidobacterium thermacidophilum	246618	Isoquercetin	5280804	MagMD
Bifidobacterium thermacidophilum	246618	Sorivudine	5282192	MagMD
Bifidobacterium thermacidophilum	246618	5-Fluorouracil	3385	MagMD
Bilophila	35832	Sorivudine	5282192	MagMD
Bilophila	35832	5-Fluorouracil	3385	MagMD
Bilophila wadsworthia	35833	Sorivudine	5282192	MagMD
Bittarella massiliensis	1720313	Rutin	5280805	MagMD
Bittarella massiliensis	1720313	Poncirin	442456	MagMD
Bittarella massiliensis	1720313	Naringin	442428	MagMD
Bittarella massiliensis	1720313	Ginsenoside	3086007	MagMD
Bittarella massiliensis	1720313	Rebaudioside A	6918840	MagMD
Bittarella massiliensis	1720313	Stevioside	442089	MagMD
Bittarella massiliensis	1720313	Isoquercetin	5280804	MagMD
Bittarella massiliensis	1720313	Sorivudine	5282192	MagMD
Bittarella massiliensis	1720313	5-Fluorouracil	3385	MagMD
Blautia	572511	Rutin	5280805	MagMD
Blautia	572511	Poncirin	442456	MagMD
Blautia	572511	Naringin	442428	MagMD
Blautia	572511	Ginsenoside	3086007	MagMD
Blautia	572511	Rebaudioside A	6918840	MagMD
Blautia	572511	Stevioside	442089	MagMD
Blautia	572511	Isoquercetin	5280804	MagMD
Blautia	572511	Sorivudine	5282192	MagMD
Blautia	572511	5-Fluorouracil	3385	MagMD
Blautia hansenii	1322	Rutin	5280805	MagMD
Blautia hansenii	1322	Poncirin	442456	MagMD
Blautia hansenii	1322	Naringin	442428	MagMD
Blautia hansenii	1322	Ginsenoside	3086007	MagMD
Blautia hansenii	1322	Rebaudioside A	6918840	MagMD
Blautia hansenii	1322	Stevioside	442089	MagMD
Blautia hansenii	1322	Isoquercetin	5280804	MagMD
Blautia hansenii	1322	Sorivudine	5282192	MagMD
Blautia hansenii	1322	5-Fluorouracil	3385	MagMD
Blautia hominis	2025493	Rutin	5280805	MagMD
Blautia hominis	2025493	Poncirin	442456	MagMD
Blautia hominis	2025493	Naringin	442428	MagMD
Blautia hominis	2025493	Ginsenoside	3086007	MagMD
Blautia hominis	2025493	Rebaudioside A	6918840	MagMD
Blautia hominis	2025493	Stevioside	442089	MagMD
Blautia hominis	2025493	Isoquercetin	5280804	MagMD
Blautia hominis	2025493	Sorivudine	5282192	MagMD
Blautia hominis	2025493	5-Fluorouracil	3385	MagMD
Blautia producta	33035	Rutin	5280805	MagMD
Blautia producta	33035	Poncirin	442456	MagMD
Blautia producta	33035	Naringin	442428	MagMD
Blautia producta	33035	Ginsenoside	3086007	MagMD
Blautia producta	33035	Rebaudioside A	6918840	MagMD
Blautia producta	33035	Stevioside	442089	MagMD
Blautia producta	33035	Isoquercetin	5280804	MagMD
Blautia producta	33035	5-Fluorouracil	3385	MagMD
Brachyspira pilosicoli	52584	Rutin	5280805	MagMD
Brachyspira pilosicoli	52584	Rebaudioside A	6918840	MagMD
Brachyspira pilosicoli	52584	Stevioside	442089	MagMD
Brachyspira pilosicoli	52584	Isoquercetin	5280804	MagMD
Brachyspira pilosicoli	52584	Tryptophan	6305	MagMD
Brachyspira pilosicoli	52584	Sorivudine	5282192	MagMD
Brachyspira pilosicoli	52584	5-Fluorouracil	3385	MagMD
Brevibacterium	1696	Rutin	5280805	MagMD
Brevibacterium	1696	Rebaudioside A	6918840	MagMD
Brevibacterium	1696	Stevioside	442089	MagMD
Brevibacterium	1696	Isoquercetin	5280804	MagMD
Brevibacterium	1696	Sorivudine	5282192	MagMD
Brevibacterium	1696	5-Fluorouracil	3385	MagMD
Brevibacterium senegalense	1033736	Rutin	5280805	MagMD
Brevibacterium senegalense	1033736	Rebaudioside A	6918840	MagMD
Brevibacterium senegalense	1033736	Stevioside	442089	MagMD
Brevibacterium senegalense	1033736	Isoquercetin	5280804	MagMD
Brevibacterium senegalense	1033736	Sorivudine	5282192	MagMD
Brevibacterium senegalense	1033736	5-Fluorouracil	3385	MagMD
Butyricicoccus	580596	Sorivudine	5282192	MagMD
Butyricicoccus	580596	5-Fluorouracil	3385	MagMD
Butyricicoccus pullicaecorum	501571	Sorivudine	5282192	MagMD
Butyricicoccus pullicaecorum	501571	5-Fluorouracil	3385	MagMD
Butyricimonas	574697	Tryptophan	6305	MagMD
Butyricimonas	574697	Sorivudine	5282192	MagMD
Butyricimonas	574697	5-Fluorouracil	3385	MagMD
Butyricimonas synergistica	544644	Tryptophan	6305	MagMD
Butyricimonas synergistica	544644	Sorivudine	5282192	MagMD
Butyricimonas synergistica	544644	5-Fluorouracil	3385	MagMD
Butyricimonas virosa	544645	Tryptophan	6305	MagMD
Butyricimonas virosa	544645	Sorivudine	5282192	MagMD
Butyricimonas virosa	544645	5-Fluorouracil	3385	MagMD
Caecibacter	1980685	Sorivudine	5282192	MagMD
Caecibacter	1980685	5-Fluorouracil	3385	MagMD
Caecibacter massiliensis	1852378	Sorivudine	5282192	MagMD
Caecibacter massiliensis	1852378	5-Fluorouracil	3385	MagMD
Campylobacter hyointestinalis	198	5-Fluorouracil	3385	MagMD
Capnocytophaga ochracea	1018	Rutin	5280805	MagMD
Capnocytophaga ochracea	1018	Rebaudioside A	6918840	MagMD
Capnocytophaga ochracea	1018	Stevioside	442089	MagMD
Capnocytophaga ochracea	1018	Isoquercetin	5280804	MagMD
Capnocytophaga ochracea	1018	Sorivudine	5282192	MagMD
Capnocytophaga ochracea	1018	5-Fluorouracil	3385	MagMD
Cardiobacterium valvarum	194702	Rutin	5280805	MagMD
Cardiobacterium valvarum	194702	Rebaudioside A	6918840	MagMD
Cardiobacterium valvarum	194702	Stevioside	442089	MagMD
Cardiobacterium valvarum	194702	Isoquercetin	5280804	MagMD
Cardiobacterium valvarum	194702	Tryptophan	6305	MagMD
Cardiobacterium valvarum	194702	Sorivudine	5282192	MagMD
Cardiobacterium valvarum	194702	5-Fluorouracil	3385	MagMD
Catabacter hongkongensis	270498	Rutin	5280805	MagMD
Catabacter hongkongensis	270498	Rebaudioside A	6918840	MagMD
Catabacter hongkongensis	270498	Stevioside	442089	MagMD
Catabacter hongkongensis	270498	Isoquercetin	5280804	MagMD
Catabacter hongkongensis	270498	Sorivudine	5282192	MagMD
Catabacter hongkongensis	270498	5-Fluorouracil	3385	MagMD
Catenibacterium	135858	Rutin	5280805	MagMD
Catenibacterium	135858	Poncirin	442456	MagMD
Catenibacterium	135858	Naringin	442428	MagMD
Catenibacterium	135858	Ginsenoside	3086007	MagMD
Catenibacterium	135858	Rebaudioside A	6918840	MagMD
Catenibacterium	135858	Stevioside	442089	MagMD
Catenibacterium	135858	Isoquercetin	5280804	MagMD
Catenibacterium	135858	Sorivudine	5282192	MagMD
Catenibacterium	135858	5-Fluorouracil	3385	MagMD
Catenibacterium mitsuokai	100886	Rutin	5280805	MagMD
Catenibacterium mitsuokai	100886	Rebaudioside A	6918840	MagMD
Catenibacterium mitsuokai	100886	Stevioside	442089	MagMD
Catenibacterium mitsuokai	100886	Isoquercetin	5280804	MagMD
Catenibacterium mitsuokai	100886	Sorivudine	5282192	MagMD
Caulobacter	75	Rutin	5280805	MagMD
Caulobacter	75	Poncirin	442456	MagMD
Caulobacter	75	Naringin	442428	MagMD
Caulobacter	75	Ginsenoside	3086007	MagMD
Caulobacter	75	Rebaudioside A	6918840	MagMD
Caulobacter	75	Stevioside	442089	MagMD
Caulobacter	75	Isoquercetin	5280804	MagMD
Caulobacter	75	5-Fluorouracil	3385	MagMD
Clostridia	186801	Rutin	5280805	MagMD
Clostridia	186801	Rebaudioside A	6918840	MagMD
Clostridia	186801	Stevioside	442089	MagMD
Clostridia	186801	Isoquercetin	5280804	MagMD
Clostridia	186801	Sorivudine	5282192	MagMD
Clostridia	186801	5-Fluorouracil	3385	MagMD
Cedecea davisae	158484	Rutin	5280805	MagMD
Cedecea davisae	158484	Rebaudioside A	6918840	MagMD
Cedecea davisae	158484	Stevioside	442089	MagMD
Cedecea davisae	158484	Isoquercetin	5280804	MagMD
Cedecea davisae	158484	Sorivudine	5282192	MagMD
Cedecea davisae	158484	5-Fluorouracil	3385	MagMD
Cellulomonas massiliensis	1465811	Rutin	5280805	MagMD
Cellulomonas massiliensis	1465811	Rebaudioside A	6918840	MagMD
Cellulomonas massiliensis	1465811	Stevioside	442089	MagMD
Cellulomonas massiliensis	1465811	Isoquercetin	5280804	MagMD
Cellulomonas massiliensis	1465811	Sorivudine	5282192	MagMD
Cellulomonas massiliensis	1465811	5-Fluorouracil	3385	MagMD
Cellulomonas timonensis	1689271	Rutin	5280805	MagMD
Cellulomonas timonensis	1689271	Rebaudioside A	6918840	MagMD
Cellulomonas timonensis	1689271	Stevioside	442089	MagMD
Cellulomonas timonensis	1689271	Isoquercetin	5280804	MagMD
Cellulomonas timonensis	1689271	Tryptophan	6305	MagMD
Cellulomonas timonensis	1689271	Sorivudine	5282192	MagMD
Cellulomonas timonensis	1689271	5-Fluorouracil	3385	MagMD
Cellulosilyticum	698776	Rutin	5280805	MagMD
Cellulosilyticum	698776	Rebaudioside A	6918840	MagMD
Cellulosilyticum	698776	Stevioside	442089	MagMD
Cellulosilyticum	698776	Isoquercetin	5280804	MagMD
Cellulosilyticum	698776	Sorivudine	5282192	MagMD
Cellulosilyticum	698776	5-Fluorouracil	3385	MagMD
Christensenella minuta	626937	Rutin	5280805	MagMD
Christensenella minuta	626937	Poncirin	442456	MagMD
Christensenella minuta	626937	Naringin	442428	MagMD
Christensenella minuta	626937	Ginsenoside	3086007	MagMD
Christensenella minuta	626937	Rebaudioside A	6918840	MagMD
Christensenella minuta	626937	Stevioside	442089	MagMD
Christensenella minuta	626937	Isoquercetin	5280804	MagMD
Christensenella minuta	626937	Sorivudine	5282192	MagMD
Christensenella minuta	626937	5-Fluorouracil	3385	MagMD
Christensenellaceae	990719	Rutin	5280805	MagMD
Christensenellaceae	990719	Rebaudioside A	6918840	MagMD
Christensenellaceae	990719	Stevioside	442089	MagMD
Christensenellaceae	990719	Isoquercetin	5280804	MagMD
Christensenellaceae	990719	Tryptophan	6305	MagMD
Christensenellaceae	990719	Sorivudine	5282192	MagMD
Christensenellaceae	990719	5-Fluorouracil	3385	MagMD
Chryseobacterium gambrini	373672	Rutin	5280805	MagMD
Chryseobacterium gambrini	373672	Rebaudioside A	6918840	MagMD
Chryseobacterium gambrini	373672	Stevioside	442089	MagMD
Chryseobacterium gambrini	373672	Isoquercetin	5280804	MagMD
Chryseobacterium gambrini	373672	Sorivudine	5282192	MagMD
Chryseobacterium gambrini	373672	5-Fluorouracil	3385	MagMD
Citrobacter braakii	57706	Rutin	5280805	MagMD
Citrobacter braakii	57706	Poncirin	442456	MagMD
Citrobacter braakii	57706	Naringin	442428	MagMD
Citrobacter braakii	57706	Ginsenoside	3086007	MagMD
Citrobacter braakii	57706	Rebaudioside A	6918840	MagMD
Citrobacter braakii	57706	Stevioside	442089	MagMD
Citrobacter braakii	57706	Isoquercetin	5280804	MagMD
Citrobacter braakii	57706	Sorivudine	5282192	MagMD
Citrobacter braakii	57706	5-Fluorouracil	3385	MagMD
Citrobacter europaeus	1914243	Rutin	5280805	MagMD
Citrobacter europaeus	1914243	Rebaudioside A	6918840	MagMD
Citrobacter europaeus	1914243	Stevioside	442089	MagMD
Citrobacter europaeus	1914243	Isoquercetin	5280804	MagMD
Citrobacter europaeus	1914243	Sorivudine	5282192	MagMD
Citrobacter europaeus	1914243	5-Fluorouracil	3385	MagMD
Citrobacter freundii	546	Rutin	5280805	MagMD
Citrobacter freundii	546	Rebaudioside A	6918840	MagMD
Citrobacter freundii	546	Stevioside	442089	MagMD
Citrobacter freundii	546	Isoquercetin	5280804	MagMD
Citrobacter freundii	546	Sorivudine	5282192	MagMD
Citrobacter freundii	546	5-Fluorouracil	3385	MagMD
Citrobacter pasteurii	1563222	Rutin	5280805	MagMD
Citrobacter pasteurii	1563222	Rebaudioside A	6918840	MagMD
Citrobacter pasteurii	1563222	Stevioside	442089	MagMD
Citrobacter pasteurii	1563222	Isoquercetin	5280804	MagMD
Citrobacter pasteurii	1563222	Sorivudine	5282192	MagMD
Citrobacter pasteurii	1563222	5-Fluorouracil	3385	MagMD
Citrobacter portucalensis	1639133	Rutin	5280805	MagMD
Citrobacter portucalensis	1639133	Rebaudioside A	6918840	MagMD
Citrobacter portucalensis	1639133	Stevioside	442089	MagMD
Citrobacter portucalensis	1639133	Isoquercetin	5280804	MagMD
Citrobacter portucalensis	1639133	Sorivudine	5282192	MagMD
Citrobacter portucalensis	1639133	5-Fluorouracil	3385	MagMD
Citrobacter werkmanii	67827	Rutin	5280805	MagMD
Citrobacter werkmanii	67827	Rebaudioside A	6918840	MagMD
Citrobacter werkmanii	67827	Stevioside	442089	MagMD
Citrobacter werkmanii	67827	Isoquercetin	5280804	MagMD
Citrobacter werkmanii	67827	Sorivudine	5282192	MagMD
Citrobacter werkmanii	67827	5-Fluorouracil	3385	MagMD
Cloacibacillus evryensis	508460	Rutin	5280805	MagMD
Cloacibacillus evryensis	508460	Rebaudioside A	6918840	MagMD
Cloacibacillus evryensis	508460	Stevioside	442089	MagMD
